"","Policy.Number","Age","Years.of.Driving.Experience","Number.of.Vehicles","Gender.Dummy","Married.Dummy","Vehicle.Age","Fuel.Type.Dummy","cluster","clusterfactor"
"12398",133716,61,43,3,0,1,7,0,3,"3"
"12399",163636,67,46,3,1,1,15,0,3,"3"
"12400",183623,68,49,3,1,1,12,0,3,"3"
"12401",110723,22,5,3,0,0,6,0,1,"1"
"12402",120373,17,0,3,1,1,6,1,1,"1"
"12403",105150,48,29,3,0,1,1,1,2,"2"
"12404",177859,24,6,3,1,1,15,0,1,"1"
"12405",191134,69,49,3,1,1,7,0,3,"3"
"12406",134629,23,6,3,0,0,9,0,1,"1"
"12407",186813,70,50,3,1,0,10,0,3,"3"
"12408",144697,42,25,3,0,0,0,0,2,"2"
"12409",135433,61,44,3,0,0,15,0,3,"3"
"12410",131916,54,36,3,1,1,3,1,3,"3"
"12411",117569,35,16,3,0,0,13,0,2,"2"
"12412",159005,68,51,3,1,1,9,0,3,"3"
"12413",132533,63,44,3,1,0,7,0,3,"3"
"12414",123277,47,26,3,1,0,10,0,2,"2"
"12415",190483,34,15,3,0,1,10,0,2,"2"
"12416",116022,70,52,3,0,0,8,0,3,"3"
"12417",155386,16,0,3,0,0,11,0,1,"1"
"12418",154287,44,26,3,0,0,6,0,2,"2"
"12419",136201,22,4,3,0,1,10,1,1,"1"
"12420",136050,67,48,3,1,0,6,0,3,"3"
"12421",152332,48,28,3,1,0,4,0,2,"2"
"12422",142257,17,0,3,1,0,13,0,1,"1"
"12423",181119,64,45,3,0,1,2,0,3,"3"
"12424",132978,47,26,3,0,1,10,0,2,"2"
"12425",109481,44,26,3,1,0,5,0,2,"2"
"12426",155546,58,39,3,0,1,1,0,3,"3"
"12427",193575,38,20,3,0,0,11,0,2,"2"
"12428",194753,64,43,3,0,0,13,0,3,"3"
"12429",108576,66,45,3,0,0,15,0,3,"3"
"12430",136697,67,48,3,1,1,1,0,3,"3"
"12431",140959,62,44,3,1,1,1,1,3,"3"
"12432",154569,23,4,3,1,1,12,1,1,"1"
"12433",185668,16,0,3,0,0,15,0,1,"1"
"12434",100640,28,10,3,1,0,14,0,1,"1"
"12435",126989,66,46,3,1,1,14,0,3,"3"
"12436",190369,24,7,3,0,1,11,0,1,"1"
"12437",123573,42,23,3,0,0,15,0,2,"2"
"12438",187247,21,2,3,0,0,10,0,1,"1"
"12439",104415,60,42,3,0,1,10,0,3,"3"
"12440",185269,33,16,3,1,0,14,0,2,"2"
"12441",132369,23,6,3,0,0,15,0,1,"1"
"12442",192042,34,13,3,1,1,8,1,2,"2"
"12443",156582,17,0,3,1,1,15,1,1,"1"
"12444",145084,54,37,3,1,0,1,0,3,"3"
"12445",173811,19,1,3,1,0,9,0,1,"1"
"12446",176073,25,6,3,0,0,11,0,1,"1"
"12447",133645,32,15,3,1,1,10,0,2,"2"
"12448",146455,21,3,3,0,0,8,0,1,"1"
"12449",153886,62,43,3,1,1,8,0,3,"3"
"12450",177031,68,47,3,1,0,15,0,3,"3"
"12451",170873,27,9,3,0,0,9,0,1,"1"
"12452",134377,62,45,3,0,1,8,0,3,"3"
"12453",174987,63,46,3,1,1,12,0,3,"3"
"12454",105292,70,51,3,0,1,12,0,3,"3"
"12455",156919,53,35,3,1,1,14,0,3,"3"
"12456",102159,62,42,3,1,1,8,0,3,"3"
"12457",102373,59,42,3,0,0,8,0,3,"3"
"12458",180723,30,11,3,0,0,10,0,1,"1"
"12459",142113,51,30,3,1,0,11,0,2,"2"
"12460",103362,28,10,3,1,0,3,1,1,"1"
"12461",138992,20,2,3,1,1,11,1,1,"1"
"12462",102022,65,45,3,1,1,8,0,3,"3"
"12463",111377,66,45,3,1,0,7,0,3,"3"
"12464",155923,21,2,3,0,1,8,1,1,"1"
"12465",134638,20,2,3,0,1,10,1,1,"1"
"12466",101192,25,6,3,0,0,10,0,1,"1"
"12467",129762,43,23,3,1,1,11,0,2,"2"
"12468",104758,30,11,3,1,0,15,0,1,"1"
"12469",169640,21,3,3,1,0,15,0,1,"1"
"12470",146103,18,0,3,1,1,9,1,1,"1"
"12471",197622,35,16,3,0,0,6,0,2,"2"
"12472",191987,25,8,3,1,1,14,1,1,"1"
"12473",114441,61,41,3,1,0,7,0,3,"3"
"12474",182952,47,26,3,0,0,6,0,2,"2"
"12475",117215,21,2,3,0,0,13,0,1,"1"
"12476",101555,22,3,3,0,0,2,0,1,"1"
"12477",183201,68,48,3,1,0,0,1,3,"3"
"12478",119337,54,35,3,0,0,5,1,3,"3"
"12479",140942,19,0,3,1,1,13,0,1,"1"
"12480",181223,70,50,3,0,1,9,0,3,"3"
"12481",137617,57,39,3,0,1,0,1,3,"3"
"12482",125336,20,2,3,0,1,14,0,1,"1"
"12483",184724,31,10,3,1,1,6,0,1,"1"
"12484",184792,25,7,3,0,0,13,0,1,"1"
"12485",123908,26,5,3,0,1,10,0,1,"1"
"12486",174311,67,49,3,0,1,1,0,3,"3"
"12487",184159,64,45,3,1,0,1,0,3,"3"
"12488",128481,25,6,3,0,0,14,0,1,"1"
"12489",107210,34,16,3,1,0,7,0,2,"2"
"12490",177236,29,9,3,1,0,14,0,1,"1"
"12491",176558,63,45,3,0,0,6,0,3,"3"
"12492",140123,68,47,3,1,0,2,1,3,"3"
"12493",109880,48,27,3,0,0,14,0,2,"2"
"12494",160216,29,8,3,0,0,12,0,1,"1"
"12495",155234,46,29,3,0,0,1,0,2,"2"
"12496",128643,34,17,3,1,1,14,0,2,"2"
"12497",106220,18,0,3,0,1,12,0,1,"1"
"12498",101440,26,6,3,0,0,8,0,1,"1"
"12499",122035,28,7,3,0,1,8,0,1,"1"
"12500",128931,22,5,3,0,1,13,0,1,"1"
"12501",106865,67,50,3,1,1,7,0,3,"3"
"12502",155175,21,2,3,1,0,15,0,1,"1"
"12503",106640,17,0,3,0,1,10,1,1,"1"
"12504",142676,18,0,3,0,0,14,0,1,"1"
"12505",190698,34,15,3,0,1,11,0,2,"2"
"12506",190810,69,49,3,1,0,5,0,3,"3"
"12507",174078,16,0,3,1,0,15,0,1,"1"
"12508",110879,34,16,3,1,0,6,0,2,"2"
"12509",133625,70,52,3,0,0,7,0,3,"3"
"12510",188574,32,13,3,1,0,5,0,1,"1"
"12511",145674,63,42,3,1,1,12,0,3,"3"
"12512",169635,36,15,3,1,1,15,0,2,"2"
"12513",151754,22,3,3,0,0,15,0,1,"1"
"12514",190463,17,0,3,1,1,7,1,1,"1"
"12515",125997,34,14,3,1,0,10,0,2,"2"
"12516",189034,53,36,3,0,1,3,1,3,"3"
"12517",116966,18,1,3,0,1,11,1,1,"1"
"12518",150059,35,15,3,0,0,2,1,2,"2"
"12519",120704,68,51,3,1,1,8,0,3,"3"
"12520",112974,68,48,3,0,1,0,1,3,"3"
"12521",139624,39,18,3,0,1,8,0,2,"2"
"12522",194831,63,45,3,0,1,3,0,3,"3"
"12523",111639,18,1,3,1,1,13,0,1,"1"
"12524",147680,48,27,3,1,1,9,0,2,"2"
"12525",165320,55,34,3,1,0,8,0,3,"3"
"12526",145396,66,47,3,0,0,2,0,3,"3"
"12527",174789,17,0,3,1,0,9,1,1,"1"
"12528",190808,19,1,3,0,0,14,0,1,"1"
"12529",155462,30,9,3,1,0,0,0,1,"1"
"12530",172056,29,8,3,1,1,14,0,1,"1"
"12531",119752,68,47,3,0,1,10,0,3,"3"
"12532",105002,23,6,3,0,1,13,1,1,"1"
"12533",194674,19,1,3,1,0,5,1,1,"1"
"12534",103770,68,47,3,1,0,11,0,3,"3"
"12535",115242,23,4,3,1,1,13,1,1,"1"
"12536",113796,62,44,3,1,0,10,0,3,"3"
"12537",142054,61,44,3,0,0,9,0,3,"3"
"12538",144686,70,53,3,1,1,2,0,3,"3"
"12539",109236,66,47,3,1,0,6,0,3,"3"
"12540",171352,63,42,3,0,0,8,0,3,"3"
"12541",171043,19,0,3,0,0,15,0,1,"1"
"12542",151268,36,18,3,0,1,9,0,2,"2"
"12543",116783,53,36,3,0,0,9,0,3,"3"
"12544",156519,38,19,3,0,0,11,0,2,"2"
"12545",124587,21,4,3,0,1,11,1,1,"1"
"12546",193520,29,9,3,0,0,14,0,1,"1"
"12547",121685,16,0,3,0,1,14,0,1,"1"
"12548",110141,57,39,3,1,1,8,0,3,"3"
"12549",132853,48,27,3,1,1,1,1,2,"2"
"12550",155078,61,43,3,0,0,8,0,3,"3"
"12551",142478,26,7,3,0,1,10,0,1,"1"
"12552",187285,57,38,3,0,0,6,0,3,"3"
"12553",153807,27,6,3,1,1,7,1,1,"1"
"12554",119642,21,2,3,1,0,11,0,1,"1"
"12555",151388,18,0,3,0,1,15,0,1,"1"
"12556",123108,60,41,3,1,1,13,0,3,"3"
"12557",134884,58,41,3,1,1,2,1,3,"3"
"12558",168648,36,15,3,1,1,10,1,2,"2"
"12559",164151,44,24,3,0,1,10,0,2,"2"
"12560",188702,18,0,3,0,0,13,0,1,"1"
"12561",114436,20,1,3,1,1,8,1,1,"1"
"12562",149197,53,34,3,0,0,9,0,3,"3"
"12563",130549,54,35,3,1,0,3,1,3,"3"
"12564",192897,60,42,3,1,1,3,1,3,"3"
"12565",124527,32,13,3,0,1,7,0,1,"1"
"12566",185559,25,7,3,0,1,15,0,1,"1"
"12567",123109,68,51,3,1,0,10,0,3,"3"
"12568",187618,25,6,3,1,1,0,1,1,"1"
"12569",196350,22,3,3,1,0,11,0,1,"1"
"12570",130279,17,0,3,0,1,13,0,1,"1"
"12571",175072,70,53,3,1,0,7,0,3,"3"
"12572",115140,24,7,3,0,1,13,0,1,"1"
"12573",141368,62,42,3,0,0,0,0,3,"3"
"12574",117128,37,17,3,1,1,11,0,2,"2"
"12575",114559,48,29,3,1,0,8,0,2,"2"
"12576",196356,44,26,3,1,0,9,0,2,"2"
"12577",154017,61,40,3,1,0,15,0,3,"3"
"12578",131556,18,0,3,1,1,15,0,1,"1"
"12579",186337,48,27,3,0,1,7,0,2,"2"
"12580",132503,18,0,3,1,0,10,0,1,"1"
"12581",160655,22,3,3,0,1,7,1,1,"1"
"12582",184697,20,3,3,0,0,8,0,1,"1"
"12583",190230,32,15,3,0,0,11,0,1,"1"
"12584",183208,22,4,3,0,1,15,0,1,"1"
"12585",187547,25,6,3,0,0,4,1,1,"1"
"12586",178304,22,3,3,1,0,14,0,1,"1"
"12587",188283,45,26,3,1,0,1,1,2,"2"
"12588",156003,65,48,3,1,0,10,0,3,"3"
"12589",168914,37,18,3,1,1,10,0,2,"2"
"12590",196112,62,45,3,1,0,9,0,3,"3"
"12591",185048,62,44,3,1,1,4,0,3,"3"
"12592",151974,25,6,3,1,0,14,0,1,"1"
"12593",159360,37,17,3,0,1,15,0,2,"2"
"12594",137338,27,10,3,1,1,8,0,1,"1"
"12595",156889,61,40,3,1,0,13,0,3,"3"
"12596",138060,39,18,3,1,1,15,0,2,"2"
"12597",101041,63,44,3,1,0,3,0,3,"3"
"12598",126474,26,6,3,1,1,3,1,1,"1"
"12599",182688,21,3,3,1,1,15,0,1,"1"
"12600",144363,29,10,3,1,0,12,0,1,"1"
"12601",104521,24,7,3,0,0,15,0,1,"1"
"12602",147475,38,19,3,1,1,9,0,2,"2"
"12603",176115,54,33,3,0,0,12,0,3,"3"
"12604",195882,46,27,3,1,0,8,0,2,"2"
"12605",131909,54,36,3,0,0,7,0,3,"3"
"12606",104431,22,5,3,1,0,6,1,1,"1"
"12607",168792,42,25,3,0,0,0,1,2,"2"
"12608",160831,23,4,3,0,0,15,0,1,"1"
"12609",193325,26,8,3,1,1,14,0,1,"1"
"12610",115306,26,9,3,0,1,12,0,1,"1"
"12611",147626,61,41,3,1,0,15,0,3,"3"
"12612",124098,48,31,3,1,0,13,0,2,"2"
"12613",134218,56,39,3,0,0,14,0,3,"3"
"12614",119884,38,20,3,1,1,0,1,2,"2"
"12615",150146,16,0,3,1,0,11,1,1,"1"
"12616",121996,21,3,3,1,1,1,1,1,"1"
"12617",163775,29,11,3,1,1,12,1,1,"1"
"12618",122378,32,14,3,0,0,1,1,2,"2"
"12619",102734,25,6,3,0,1,11,1,1,"1"
"12620",127589,69,49,3,1,1,3,0,3,"3"
"12621",125697,31,12,3,1,0,13,0,1,"1"
"12622",169559,60,43,3,1,1,3,0,3,"3"
"12623",187210,38,17,3,0,1,0,1,2,"2"
"12624",195802,62,45,3,0,1,10,0,3,"3"
"12625",113208,18,0,3,0,1,13,0,1,"1"
"12626",133205,28,10,3,0,0,12,0,1,"1"
"12627",191584,44,27,3,0,0,11,0,2,"2"
"12628",119438,35,14,3,1,0,7,0,2,"2"
"12629",161458,29,9,3,0,1,13,0,1,"1"
"12630",173047,31,11,3,1,0,4,0,1,"1"
"12631",121472,53,33,3,1,0,5,0,2,"2"
"12632",183666,63,42,3,1,0,12,0,3,"3"
"12633",189493,32,11,3,1,1,3,1,1,"1"
"12634",106840,18,0,3,0,0,12,0,1,"1"
"12635",107678,23,4,3,1,1,12,0,1,"1"
"12636",165972,70,49,3,1,1,5,1,3,"3"
"12637",100713,63,45,3,0,0,1,0,3,"3"
"12638",147912,54,33,3,1,1,7,1,3,"3"
"12639",106579,64,45,3,0,0,1,0,3,"3"
"12640",144955,30,10,3,0,0,6,0,1,"1"
"12641",185076,65,46,3,1,1,14,0,3,"3"
"12642",155112,18,1,3,0,1,5,1,1,"1"
"12643",158957,23,5,3,0,1,13,0,1,"1"
"12644",136991,41,24,3,0,1,6,0,2,"2"
"12645",198334,67,46,3,0,1,5,0,3,"3"
"12646",140111,63,43,3,0,0,11,0,3,"3"
"12647",119333,22,3,3,0,1,4,1,1,"1"
"12648",154802,22,5,3,1,1,11,1,1,"1"
"12649",104443,34,17,3,0,0,12,0,2,"2"
"12650",186925,52,33,3,1,1,8,1,2,"2"
"12651",113378,25,8,3,1,1,7,1,1,"1"
"12652",142345,57,39,3,1,1,15,1,3,"3"
"12653",109749,66,47,3,0,0,6,0,3,"3"
"12654",140630,62,45,3,1,1,8,0,3,"3"
"12655",151322,61,41,3,0,0,13,0,3,"3"
"12656",121991,27,10,3,1,1,5,1,1,"1"
"12657",198589,63,43,3,0,0,11,0,3,"3"
"12658",152171,21,4,3,1,1,8,1,1,"1"
"12659",159761,69,48,3,0,1,9,0,3,"3"
"12660",125497,40,19,3,1,0,12,0,2,"2"
"12661",144806,42,22,3,1,0,11,0,2,"2"
"12662",160684,51,30,3,0,1,9,0,2,"2"
"12663",140437,43,26,3,1,1,2,0,2,"2"
"12664",190339,38,18,3,1,0,10,0,2,"2"
"12665",139843,21,4,3,0,1,12,1,1,"1"
"12666",196853,23,5,3,1,1,13,0,1,"1"
"12667",190965,68,49,3,0,1,14,0,3,"3"
"12668",104333,43,24,3,1,0,9,0,2,"2"
"12669",138318,65,47,3,1,1,10,0,3,"3"
"12670",154250,67,48,3,0,0,7,0,3,"3"
"12671",198150,41,22,3,1,1,12,0,2,"2"
"12672",174696,42,23,3,1,0,4,0,2,"2"
"12673",115566,60,43,3,1,0,13,0,3,"3"
"12674",174122,21,3,3,0,0,12,0,1,"1"
"12675",100767,17,0,3,1,0,14,0,1,"1"
"12676",114900,18,0,3,1,1,14,0,1,"1"
"12677",120449,66,49,3,1,0,8,0,3,"3"
"12678",150019,64,47,3,0,1,10,0,3,"3"
"12679",129262,64,45,3,1,0,7,0,3,"3"
"12680",119475,18,0,3,1,0,12,0,1,"1"
"12681",136782,24,5,3,0,0,13,0,1,"1"
"12682",178623,28,7,3,1,0,7,0,1,"1"
"12683",117860,39,18,3,1,1,15,0,2,"2"
"12684",148095,45,25,3,1,1,15,0,2,"2"
"12685",194617,55,35,3,0,0,7,0,3,"3"
"12686",105045,32,14,3,1,1,15,0,1,"1"
"12687",112707,22,4,3,0,1,13,0,1,"1"
"12688",180896,62,43,3,0,1,14,0,3,"3"
"12689",179104,26,5,3,0,0,4,1,1,"1"
"12690",147666,60,43,3,0,0,8,0,3,"3"
"12691",115868,16,0,3,0,1,11,0,1,"1"
"12692",169239,68,49,3,0,1,15,0,3,"3"
"12693",113437,28,7,3,0,1,12,0,1,"1"
"12694",180328,53,33,3,1,1,0,0,2,"2"
"12695",155567,31,13,3,1,1,3,0,1,"1"
"12696",137909,68,48,3,0,1,4,0,3,"3"
"12697",115130,31,12,3,1,1,10,0,1,"1"
"12698",117731,49,29,3,1,0,9,0,2,"2"
"12699",132928,61,44,3,0,1,10,0,3,"3"
"12700",122509,62,45,3,1,0,0,1,3,"3"
"12701",132774,48,29,3,0,1,15,0,2,"2"
"12702",190381,21,4,3,1,0,12,0,1,"1"
"12703",184313,65,48,3,0,0,5,0,3,"3"
"12704",158183,70,52,3,1,1,8,0,3,"3"
"12705",160244,31,13,3,0,0,15,0,1,"1"
"12706",122190,25,6,3,0,0,8,0,1,"1"
"12707",132910,16,0,3,1,1,4,1,1,"1"
"12708",140821,21,2,3,1,0,9,1,1,"1"
"12709",191742,67,50,3,0,0,9,0,3,"3"
"12710",144963,50,29,3,0,1,14,0,2,"2"
"12711",153044,37,17,3,1,1,5,0,2,"2"
"12712",106073,47,27,3,1,1,13,0,2,"2"
"12713",156845,38,20,3,1,1,9,0,2,"2"
"12714",163987,57,39,3,0,0,8,0,3,"3"
"12715",150225,50,29,3,1,1,15,0,2,"2"
"12716",105900,43,22,3,1,1,1,1,2,"2"
"12717",174087,51,34,3,1,0,9,0,2,"2"
"12718",137028,59,41,3,0,1,6,0,3,"3"
"12719",170983,24,6,3,1,0,11,0,1,"1"
"12720",123100,48,28,3,1,1,5,1,2,"2"
"12721",130446,23,4,3,1,0,13,1,1,"1"
"12722",127474,26,6,3,1,1,12,0,1,"1"
"12723",112568,60,43,3,1,1,4,0,3,"3"
"12724",175164,35,15,3,1,0,15,0,2,"2"
"12725",182999,64,43,3,0,0,7,0,3,"3"
"12726",167968,58,39,3,1,1,4,1,3,"3"
"12727",109058,16,0,3,1,0,14,1,1,"1"
"12728",123583,31,11,3,0,1,10,0,1,"1"
"12729",134754,64,44,3,1,0,1,0,3,"3"
"12730",187822,23,6,3,0,0,8,0,1,"1"
"12731",198230,33,14,3,0,1,1,1,2,"2"
"12732",178563,24,7,3,0,1,12,0,1,"1"
"12733",117139,38,17,3,0,1,7,0,2,"2"
"12734",168131,53,34,3,1,1,5,1,3,"3"
"12735",107342,63,42,3,1,1,3,0,3,"3"
"12736",104998,34,15,3,0,0,10,0,2,"2"
"12737",187141,31,12,3,1,0,0,1,1,"1"
"12738",169738,43,22,3,1,1,2,1,2,"2"
"12739",115335,21,3,3,0,0,2,1,1,"1"
"12740",165658,34,15,3,1,0,1,0,2,"2"
"12741",199154,37,19,3,0,1,13,0,2,"2"
"12742",197699,43,23,3,1,0,7,0,2,"2"
"12743",151099,41,22,3,1,0,10,0,2,"2"
"12744",159494,69,48,3,1,0,5,0,3,"3"
"12745",132638,42,22,3,1,0,8,0,2,"2"
"12746",137044,66,49,3,1,0,10,0,3,"3"
"12747",103020,16,0,3,1,1,1,1,1,"1"
"12748",121055,16,0,3,1,1,2,1,1,"1"
"12749",146910,41,20,3,0,0,0,1,2,"2"
"12750",198959,26,5,3,0,0,9,0,1,"1"
"12751",197211,22,3,3,1,1,13,1,1,"1"
"12752",130322,26,9,3,0,1,8,0,1,"1"
"12753",178236,55,34,3,0,1,6,0,3,"3"
"12754",126899,44,24,3,1,1,2,1,2,"2"
"12755",102772,64,46,3,1,0,6,0,3,"3"
"12756",165586,66,45,3,0,1,12,0,3,"3"
"12757",190114,52,34,3,1,1,7,0,2,"2"
"12758",162946,61,43,3,0,1,11,0,3,"3"
"12759",145494,43,24,3,0,1,12,0,2,"2"
"12760",134650,67,49,3,0,0,1,0,3,"3"
"12761",112228,50,33,3,0,1,15,0,2,"2"
"12762",188055,57,36,3,1,0,6,0,3,"3"
"12763",173358,54,36,3,0,0,15,0,3,"3"
"12764",100164,47,26,3,1,0,6,0,2,"2"
"12765",151779,70,52,3,1,1,12,0,3,"3"
"12766",135957,67,47,3,0,0,8,0,3,"3"
"12767",120974,31,11,3,0,0,7,0,1,"1"
"12768",107293,45,28,3,0,1,10,0,2,"2"
"12769",104729,44,26,3,1,1,3,1,2,"2"
"12770",178479,22,3,3,0,1,11,1,1,"1"
"12771",182144,66,47,3,0,0,7,0,3,"3"
"12772",123554,70,53,3,0,0,10,0,3,"3"
"12773",148835,21,3,3,0,0,9,0,1,"1"
"12774",187718,20,1,3,1,1,11,1,1,"1"
"12775",193752,26,8,3,0,0,11,0,1,"1"
"12776",158824,17,0,3,1,1,12,1,1,"1"
"12777",114960,49,31,3,1,0,6,0,2,"2"
"12778",102751,18,0,3,1,1,14,0,1,"1"
"12779",179563,24,6,3,0,0,0,0,1,"1"
"12780",175008,36,15,3,1,0,9,0,2,"2"
"12781",107141,29,10,4,1,1,10,0,1,"1"
"12782",102758,35,17,4,1,0,11,0,2,"2"
"12783",192086,63,42,4,1,0,13,0,3,"3"
"12784",180338,25,8,4,1,0,12,1,1,"1"
"12785",110113,62,41,4,1,1,7,0,3,"3"
"12786",193969,20,2,4,0,1,12,0,1,"1"
"12787",120976,18,0,4,1,0,15,1,1,"1"
"12788",104480,40,23,4,0,0,10,0,2,"2"
"12789",130823,68,47,4,1,1,7,0,3,"3"
"12790",124761,42,24,4,1,0,13,0,2,"2"
"12791",136484,21,2,4,0,0,11,0,1,"1"
"12792",106616,70,50,4,0,1,9,0,3,"3"
"12793",135303,35,17,4,0,1,9,0,2,"2"
"12794",115664,32,12,4,0,0,6,0,1,"1"
"12795",104566,34,15,4,1,0,4,1,2,"2"
"12796",115406,64,46,4,1,1,8,0,3,"3"
"12797",100578,23,4,4,0,1,12,0,1,"1"
"12798",131965,70,50,4,1,1,10,0,3,"3"
"12799",101080,65,45,4,0,1,15,0,3,"3"
"12800",195887,59,42,4,0,0,5,1,3,"3"
"12801",169037,26,9,4,1,0,8,0,1,"1"
"12802",196234,57,39,4,0,1,13,0,3,"3"
"12803",118382,47,29,4,0,1,4,0,2,"2"
"12804",109196,23,4,4,1,1,6,1,1,"1"
"12805",184354,60,42,4,0,1,15,0,3,"3"
"12806",132643,36,19,4,1,1,3,1,2,"2"
"12807",199542,18,0,4,1,1,8,1,1,"1"
"12808",190827,23,4,4,0,1,12,0,1,"1"
"12809",190503,19,0,4,0,0,1,1,1,"1"
"12810",126073,68,47,4,1,0,4,0,3,"3"
"12811",120483,58,37,4,1,1,9,0,3,"3"
"12812",146592,18,0,4,1,1,10,1,1,"1"
"12813",123328,18,0,4,0,1,14,0,1,"1"
"12814",104527,66,49,4,1,1,5,0,3,"3"
"12815",150142,20,3,4,0,1,14,1,1,"1"
"12816",131124,25,7,4,1,0,13,0,1,"1"
"12817",195236,35,14,4,0,0,7,0,2,"2"
"12818",140249,19,1,4,0,1,15,0,1,"1"
"12819",165626,70,50,4,1,1,0,1,3,"3"
"12820",126295,60,40,4,1,0,1,1,3,"3"
"12821",143648,70,50,4,1,1,1,0,3,"3"
"12822",184008,68,49,4,0,0,11,0,3,"3"
"12823",162298,55,34,4,0,1,12,0,3,"3"
"12824",185788,39,21,4,0,0,0,0,2,"2"
"12825",190791,25,8,4,1,0,12,0,1,"1"
"12826",105725,52,35,4,1,0,2,0,3,"3"
"12827",176235,17,0,4,1,1,15,1,1,"1"
"12828",132107,62,41,4,0,1,15,0,3,"3"
"12829",190521,64,45,4,1,1,2,0,3,"3"
"12830",192280,24,6,4,1,1,14,1,1,"1"
"12831",115960,18,0,4,0,1,13,0,1,"1"
"12832",135083,20,1,4,0,0,15,0,1,"1"
"12833",161320,35,14,4,1,0,1,1,2,"2"
"12834",186589,31,10,4,0,0,9,0,1,"1"
"12835",170542,63,45,4,0,1,6,0,3,"3"
"12836",174025,58,38,4,0,1,8,0,3,"3"
"12837",119255,39,21,4,0,1,4,1,2,"2"
"12838",172249,40,23,4,1,1,10,0,2,"2"
"12839",194688,60,43,4,0,1,13,0,3,"3"
"12840",117984,23,4,4,1,1,7,1,1,"1"
"12841",101799,67,48,4,0,1,12,0,3,"3"
"12842",155233,58,37,4,0,1,10,0,3,"3"
"12843",103589,54,33,4,0,1,1,1,3,"3"
"12844",107895,26,9,4,0,1,9,0,1,"1"
"12845",132196,40,21,4,0,1,5,1,2,"2"
"12846",159246,21,4,4,1,1,15,0,1,"1"
"12847",195769,57,40,4,1,1,2,1,3,"3"
"12848",169360,66,48,4,1,0,1,0,3,"3"
"12849",164199,24,7,4,1,1,13,1,1,"1"
"12850",154282,44,25,4,0,0,9,0,2,"2"
"12851",166267,24,6,4,0,1,14,0,1,"1"
"12852",199043,58,39,4,1,0,2,0,3,"3"
"12853",126470,45,24,4,0,1,5,1,2,"2"
"12854",158107,42,24,4,1,0,6,0,2,"2"
"12855",106944,68,51,4,1,0,4,0,3,"3"
"12856",139381,25,7,4,0,1,14,0,1,"1"
"12857",154495,69,48,4,0,1,6,0,3,"3"
"12858",112717,34,13,4,0,1,7,0,2,"2"
"12859",183680,68,50,4,0,0,10,0,3,"3"
"12860",122728,45,24,4,0,1,14,0,2,"2"
"12861",180169,46,28,4,1,1,6,0,2,"2"
"12862",180152,45,25,4,0,0,6,0,2,"2"
"12863",190232,70,51,4,1,1,11,0,3,"3"
"12864",119426,48,30,4,0,0,0,0,2,"2"
"12865",195201,23,5,4,1,1,14,0,1,"1"
"12866",137146,51,31,4,1,0,12,0,2,"2"
"12867",139078,31,14,4,0,0,4,1,1,"1"
"12868",136999,25,8,4,1,0,14,1,1,"1"
"12869",148873,61,40,4,1,0,9,0,3,"3"
"12870",191846,21,4,4,1,0,13,0,1,"1"
"12871",143156,47,28,4,0,0,12,0,2,"2"
"12872",106351,20,2,4,0,0,13,0,1,"1"
"12873",113778,68,51,4,0,0,8,0,3,"3"
"12874",182642,16,0,4,0,1,0,1,1,"1"
"12875",166672,66,47,4,0,1,8,0,3,"3"
"12876",110682,22,3,4,1,1,13,1,1,"1"
"12877",100944,70,53,4,0,0,5,0,3,"3"
"12878",126747,46,28,4,0,0,6,0,2,"2"
"12879",108413,70,53,4,1,0,10,0,3,"3"
"12880",117569,25,6,4,1,0,7,1,1,"1"
"12881",134760,26,9,4,1,0,4,0,1,"1"
"12882",127342,19,1,4,1,0,11,0,1,"1"
"12883",158084,42,24,4,1,1,14,0,2,"2"
"12884",122995,25,7,4,0,0,13,0,1,"1"
"12885",196396,42,25,4,0,0,1,0,2,"2"
"12886",164938,23,4,4,1,1,9,1,1,"1"
"12887",171329,53,32,4,0,1,6,0,2,"2"
"12888",103743,22,5,4,0,0,10,0,1,"1"
"12889",138181,28,7,4,1,1,9,0,1,"1"
"12890",110293,60,42,4,0,0,0,0,3,"3"
"12891",190491,61,44,4,1,1,4,0,3,"3"
"12892",118239,44,27,4,1,1,15,0,2,"2"
"12893",164405,53,33,4,0,1,12,0,2,"2"
"12894",131592,28,10,4,1,1,5,1,1,"1"
"12895",149211,43,24,4,1,0,11,0,2,"2"
"12896",150655,33,16,4,1,1,9,0,2,"2"
"12897",182579,65,48,4,0,1,8,0,3,"3"
"12898",118893,25,6,4,0,1,14,1,1,"1"
"12899",126442,60,43,4,0,1,4,0,3,"3"
"12900",152189,69,50,4,1,1,0,1,3,"3"
"12901",111464,44,27,4,0,0,7,0,2,"2"
"12902",105320,49,30,4,1,0,4,0,2,"2"
"12903",100632,29,12,4,0,0,10,0,1,"1"
"12904",113044,43,25,4,0,1,14,0,2,"2"
"12905",192942,22,3,4,1,0,11,0,1,"1"
"12906",195735,17,0,4,1,1,14,0,1,"1"
"12907",113730,50,30,4,0,1,3,1,2,"2"
"12908",195435,43,23,4,1,0,8,0,2,"2"
"12909",192993,66,49,4,1,0,6,0,3,"3"
"12910",174568,41,23,4,0,0,14,0,2,"2"
"12911",166646,69,49,4,1,0,5,1,3,"3"
"12912",153484,68,48,4,1,0,9,0,3,"3"
